Time, xr, yr, zr, q0r, q1r, q2r, q3r, xn, yn, zn, q0n, q1n, q2n, q3n
45.564, 0.650297, -0.175224, 0.579549, 5.09091e-05, 0.00453943, 0.99999, 9.80003e-05, 0.649917, -0.1765, 0.579464, 1.11167e-06, -2.52661e-08, 1, 8.16935e-07, 
45.664, 0.650336, -0.175169, 0.579628, 0.000195137, 0.0045593, 0.99999, 0.000235122, 0.649917, -0.1765, 0.579464, 1.27545e-06, -2.8371e-08, 1, 9.25658e-07, 
45.764, 0.65042, -0.175284, 0.579578, 0.000201715, 0.00439228, 0.99999, 0.000239769, 0.649917, -0.1765, 0.579464, 1.43733e-06, -3.16101e-08, 1, 1.02914e-06, 
45.864, 0.650401, -0.175305, 0.579573, 0.000269205, 0.00429048, 0.999991, 0.0002976, 0.649917, -0.1765, 0.579464, 1.59395e-06, -3.45469e-08, 1, 1.12488e-06, 
45.964, 0.650381, -0.17542, 0.579499, 0.000261582, 0.00413611, 0.999991, 0.000291648, 0.649917, -0.1765, 0.579464, 1.74435e-06, -3.97752e-08, 1, 1.21217e-06, 
46.064, 0.650419, -0.175541, 0.579554, 0.00040758, 0.00412757, 0.999991, 0.000414047, 0.649917, -0.1765, 0.579464, 1.88775e-06, -4.08085e-08, 1, 1.29061e-06, 
46.164, 0.650422, -0.17567, 0.579557, 0.000494137, 0.00396095, 0.999992, 0.000481601, 0.649917, -0.1765, 0.579464, 2.02329e-06, -4.40782e-08, 1, 1.3597e-06, 
46.264, 0.65044, -0.175754, 0.579615, 0.000653331, 0.00398163, 0.999992, 0.000606501, 0.649917, -0.1765, 0.579464, 2.14747e-06, -4.65289e-08, 1, 1.41731e-06, 
46.364, 0.650421, -0.175891, 0.579528, 0.000648748, 0.00371667, 0.999993, 0.000597794, 0.649917, -0.1765, 0.579464, 2.25547e-06, -4.85718e-08, 1, 1.46091e-06, 
46.464, 0.650421, -0.175872, 0.579516, 0.000738994, 0.00353273, 0.999993, 0.000654756, 0.649917, -0.1765, 0.579464, 2.34599e-06, -4.998e-08, 1, 1.49032e-06, 
46.564, 0.65046, -0.175882, 0.579511, 0.00083213, 0.00343449, 0.999993, 0.000717218, 0.649917, -0.1765, 0.579464, 2.41819e-06, -4.97016e-08, 1, 1.50556e-06, 
46.664, 0.650565, -0.175893, 0.579513, 0.000909608, 0.00331948, 0.999994, 0.000764297, 0.649917, -0.1765, 0.579464, 2.4711e-06, -5.16191e-08, 1, 1.50675e-06, 
46.764, 0.650629, -0.175693, 0.579501, 0.00095785, 0.00312855, 0.999994, 0.000786381, 0.649917, -0.1765, 0.579464, 2.50385e-06, -5.21541e-08, 1, 1.49419e-06, 
46.864, 0.650682, -0.175665, 0.579501, 0.00101026, 0.00297098, 0.999995, 0.000804472, 0.649917, -0.1765, 0.579464, 2.51552e-06, -5.24195e-08, 1, 1.46825e-06, 
46.964, 0.65082, -0.175432, 0.579542, 0.00111213, 0.0027606, 0.999995, 0.000856424, 0.649917, -0.1765, 0.579464, 2.50528e-06, -5.13496e-08, 1, 1.42936e-06, 
47.064, 0.650941, -0.175308, 0.579541, 0.00114973, 0.00265924, 0.999995, 0.000873594, 0.649917, -0.1765, 0.579464, 2.47245e-06, -5.05323e-08, 1, 1.37814e-06, 
47.164, 0.651068, -0.175107, 0.579551, 0.0012101, 0.00251874, 0.999996, 0.000876632, 0.649917, -0.1765, 0.579464, 2.41637e-06, -4.88567e-08, 1, 1.31542e-06, 
47.264, 0.651138, -0.174995, 0.579556, 0.00122655, 0.00242244, 0.999996, 0.00087305, 0.649917, -0.1765, 0.579464, 2.33663e-06, -4.62296e-08, 1, 1.24198e-06, 
47.364, 0.651276, -0.174954, 0.579592, 0.00127627, 0.00225339, 0.999996, 0.000868404, 0.649917, -0.1765, 0.579464, 2.23295e-06, -4.40782e-08, 1, 1.15892e-06, 
47.464, 0.651286, -0.174909, 0.579588, 0.00127831, 0.00222084, 0.999996, 0.000858274, 0.649917, -0.1765, 0.579464, 2.10527e-06, -4.14831e-08, 1, 1.06737e-06, 
47.564, 0.651398, -0.174915, 0.579646, 0.00134746, 0.00213371, 0.999996, 0.000858871, 0.649917, -0.1765, 0.579464, 1.95193e-06, -3.87144e-08, 1, 9.68303e-07, 
47.664, 0.651372, -0.174993, 0.579601, 0.0013104, 0.00206281, 0.999997, 0.000811671, 0.649917, -0.1765, 0.579464, 1.75512e-06, -3.49463e-08, 1, 8.5625e-07, 
47.764, 0.651288, -0.17515, 0.579561, 0.00126715, 0.00200221, 0.999997, 0.000759273, 0.649917, -0.1765, 0.579464, 1.51087e-06, -3.07195e-08, 1, 7.30765e-07, 
47.864, 0.651256, -0.175314, 0.579545, 0.00124838, 0.00190894, 0.999997, 0.000734767, 0.649917, -0.1765, 0.579464, 1.22479e-06, -2.29642e-08, 1, 5.96023e-07, 
47.964, 0.650998, -0.175544, 0.579575, 0.00129271, 0.00188096, 0.999997, 0.000719016, 0.649917, -0.1765, 0.579464, 9.02981e-07, -2.10734e-08, 1, 4.56101e-07, 
48.064, 0.650794, -0.175826, 0.579598, 0.00132572, 0.00185513, 0.999997, 0.000713066, 0.649917, -0.1765, 0.579464, 5.51267e-07, -1.05367e-08, 1, 3.14826e-07, 
48.164, 0.650493, -0.176058, 0.579524, 0.00118142, 0.00173684, 0.999998, 0.000607414, 0.649917, -0.1765, 0.579464, 1.79511e-07, -5.26836e-09, 1, 1.78892e-07, 
48.264, 0.650398, -0.176257, 0.579799, 0.00151781, 0.00170988, 0.999997, 0.000753314, 0.649917, -0.1765, 0.579464, -2.04246e-07, 0, 1, 6.80822e-08, 
48.364, 0.650175, -0.17636, 0.579573, 0.00110088, 0.00154098, 0.999998, 0.000522183, 0.649917, -0.1765, 0.579464, -6.35967e-07, 7.45058e-09, 1, -5.47504e-08, 
48.464, 0.650073, -0.176516, 0.579504, 0.000890009, 0.00147266, 0.999998, 0.000412403, 0.649917, -0.1765, 0.579464, -1.0521e-06, 1.97124e-08, 1, -1.77177e-07, 
48.564, 0.649833, -0.17659, 0.579699, 0.00106171, 0.00138315, 0.999998, 0.000464944, 0.649917, -0.1765, 0.579464, -1.4694e-06, 2.41426e-08, 1, -2.87741e-07, 
48.664, 0.649756, -0.176627, 0.579476, 0.000585126, 0.0012458, 0.999999, 0.000254461, 0.649917, -0.1765, 0.579464, -1.88393e-06, 3.07195e-08, 1, -3.84662e-07, 
48.764, 0.649586, -0.176609, 0.579423, 0.000359699, 0.00117372, 0.999999, 0.000147815, 0.649917, -0.1765, 0.579464, -2.27181e-06, 3.72529e-08, 1, -4.63585e-07, 
48.864, 0.649497, -0.176595, 0.579451, 0.000255699, 0.00105771, 0.999999, 0.000110282, 0.649917, -0.1765, 0.579464, -2.62322e-06, 4.31234e-08, 1, -5.22551e-07, 
48.964, 0.649453, -0.17645, 0.579521, 0.000194838, 0.000962124, 1, 7.14211e-05, 0.649917, -0.1765, 0.579464, -2.94205e-06, 4.68262e-08, 1, -5.63591e-07, 
49.064, 0.649438, -0.176435, 0.579438, -0.000100417, 0.000907448, 1, -2.34637e-05, 0.649917, -0.1765, 0.579464, -3.23227e-06, 5.29463e-08, 1, -5.88949e-07, 
49.164, 0.649397, -0.176245, 0.579339, -0.000414624, 0.000826559, 1, -0.000118459, 0.649917, -0.1765, 0.579464, -3.49688e-06, 5.6986e-08, 1, -6.00477e-07, 
49.264, 0.649388, -0.176186, 0.579679, -3.66481e-05, 0.000698462, 1, 6.04586e-06, 0.649917, -0.1765, 0.579464, -3.73819e-06, 6.07576e-08, 1, -5.99945e-07, 
49.364, 0.649314, -0.176142, 0.579374, -0.000622278, 0.000658861, 1, -0.00015401, 0.649917, -0.1765, 0.579464, -3.95784e-06, 6.43085e-08, 1, -5.88784e-07, 
49.464, 0.649285, -0.176013, 0.57947, -0.000582025, 0.000609899, 1, -0.000135593, 0.649917, -0.1765, 0.579464, -4.15699e-06, 6.70552e-08, 1, -5.68372e-07, 
49.564, 0.649205, -0.176082, 0.579548, -0.00052338, 0.000573325, 1, -0.000125877, 0.649917, -0.1765, 0.579464, -4.33639e-06, 6.90938e-08, 1, -5.39923e-07, 
49.664, 0.64919, -0.176085, 0.579189, -0.00110964, 0.000551241, 0.999999, -0.000256367, 0.649917, -0.1765, 0.579464, -4.49656e-06, 7.1074e-08, 1, -5.04636e-07, 
49.764, 0.649018, -0.176233, 0.579472, -0.000713028, 0.000560363, 1, -0.000156738, 0.649917, -0.1765, 0.579464, -4.63772e-06, 7.31903e-08, 1, -4.63496e-07, 
49.864, 0.648924, -0.176345, 0.579331, -0.000955372, 0.000558094, 0.999999, -0.000191453, 0.649917, -0.1765, 0.579464, -4.75988e-06, 7.45058e-08, 1, -4.17764e-07, 
49.964, 0.648928, -0.176411, 0.579084, -0.00136582, 0.000456774, 0.999999, -0.000254663, 0.649917, -0.1765, 0.579464, -4.86304e-06, 7.59813e-08, 1, -3.68295e-07, 
50.064, 0.648878, -0.176578, 0.579623, -0.000587368, 0.000427904, 1, -0.000103336, 0.649917, -0.1765, 0.579464, -4.94705e-06, 7.68891e-08, 1, -3.16101e-07, 
50.164, 0.648946, -0.176686, 0.579397, -0.00097127, 0.00036424, 0.999999, -0.000154919, 0.649917, -0.1765, 0.579464, -5.01175e-06, 7.70694e-08, 1, -2.62203e-07, 
50.264, 0.648909, -0.176883, 0.579447, -0.000902092, 0.000347421, 1, -0.000133261, 0.649917, -0.1765, 0.579464, -5.05703e-06, 7.68891e-08, 1, -2.07415e-07, 
50.364, 0.648901, -0.176965, 0.579715, -0.00050987, 0.000306876, 1, -6.56818e-05, 0.649917, -0.1765, 0.579464, -5.08275e-06, 7.74287e-08, 1, -1.52236e-07, 
50.464, 0.648902, -0.176923, 0.579411, -0.000988919, 0.000160642, 0.999999, -0.000124069, 0.649917, -0.1765, 0.579464, -5.08884e-06, 7.67084e-08, 1, -9.79971e-08, 
50.564, 0.648803, -0.176906, 0.579591, -0.000705237, 9.01834e-05, 1, -8.01687e-05, 0.649917, -0.1765, 0.579464, -5.07536e-06, 7.61637e-08, 1, -4.53201e-08, 
50.664, 0.648748, -0.176878, 0.579435, -0.000888538, 4.17396e-06, 1, -8.53197e-05, 0.649917, -0.1765, 0.579464, -5.04242e-06, 7.54314e-08, 1, 7.45058e-09, 
50.764, 0.648749, -0.176741, 0.579324, -0.00102468, -0.000162443, 0.999999, -9.46572e-05, 0.649917, -0.1765, 0.579464, -4.99026e-06, 7.41323e-08, 1, 5.32078e-08, 
50.864, 0.648854, -0.176669, 0.579481, -0.000742239, -0.000217725, 1, -5.99011e-05, 0.649917, -0.1765, 0.579464, -4.91923e-06, 7.26193e-08, 1, 9.77134e-08, 
50.964, 0.64906, -0.176464, 0.579419, -0.000783041, -0.000384109, 1, -5.97978e-05, 0.649917, -0.1765, 0.579464, -4.82987e-06, 7.08785e-08, 1, 1.38087e-07, 
51.064, 0.649117, -0.176371, 0.579519, -0.000610526, -0.000339747, 1, -4.36122e-05, 0.649917, -0.1765, 0.579464, -4.72278e-06, 6.88927e-08, 1, 1.74493e-07, 
51.164, 0.649216, -0.176243, 0.579423, -0.000729289, -0.000392797, 1, -4.38144e-05, 0.649917, -0.1765, 0.579464, -4.59876e-06, 6.72619e-08, 1, 2.0614e-07, 
51.264, 0.649268, -0.176113, 0.579488, -0.000628159, -0.000440759, 1, -3.56387e-05, 0.649917, -0.1765, 0.579464, -4.45875e-06, 6.5166e-08, 1, 2.3324e-07, 
51.364, 0.649355, -0.176032, 0.579358, -0.000809073, -0.000504651, 1, -3.60991e-05, 0.649917, -0.1765, 0.579464, -4.30383e-06, 6.25583e-08, 1, 2.55393e-07, 
51.464, 0.649294, -0.176022, 0.579434, -0.000679751, -0.000453139, 1, -3.07549e-05, 0.649917, -0.1765, 0.579464, -4.1352e-06, 5.93714e-08, 1, 2.72583e-07, 
51.564, 0.649384, -0.176017, 0.579378, -0.000782992, -0.000490836, 1, -3.32977e-05, 0.649917, -0.1765, 0.579464, -3.95422e-06, 5.7471e-08, 1, 2.84881e-07, 
51.664, 0.649344, -0.176172, 0.579418, -0.000686397, -0.000401578, 1, -2.42991e-05, 0.649917, -0.1765, 0.579464, -3.76236e-06, 5.44963e-08, 1, 2.92429e-07, 
51.764, 0.649272, -0.176185, 0.579422, -0.000680218, -0.000540307, 1, -2.05021e-05, 0.649917, -0.1765, 0.579464, -3.56126e-06, 5.02569e-08, 1, 2.95451e-07, 
51.864, 0.649263, -0.17635, 0.579208, -0.00100318, -0.000483959, 0.999999, -3.05343e-05, 0.649917, -0.1765, 0.579464, -3.35257e-06, 4.7997e-08, 1, 2.94227e-07, 
51.964, 0.649177, -0.176468, 0.579187, -0.00103405, -0.000556265, 0.999999, -2.76952e-05, 0.649917, -0.1765, 0.579464, -3.13818e-06, 4.53201e-08, 1, 2.89088e-07, 
52.064, 0.64906, -0.176631, 0.579305, -0.000867853, -0.000584444, 0.999999, -2.10961e-05, 0.649917, -0.1765, 0.579464, -2.91993e-06, 4.11472e-08, 1, 2.80759e-07, 
52.164, 0.649164, -0.176673, 0.579167, -0.00103298, -0.000630054, 0.999999, -2.31181e-05, 0.649917, -0.1765, 0.579464, -2.69986e-06, 3.79907e-08, 1, 2.69151e-07, 
52.264, 0.649079, -0.176813, 0.579379, -0.000724321, -0.00061948, 1, -1.47482e-05, 0.649917, -0.1765, 0.579464, -2.47998e-06, 3.53412e-08, 1, 2.55176e-07, 
52.364, 0.649166, -0.176773, 0.579208, -0.000952609, -0.000637611, 0.999999, -1.87443e-05, 0.649917, -0.1765, 0.579464, -2.26244e-06, 3.16101e-08, 1, 2.39232e-07, 
52.464, 0.649028, -0.177022, 0.579433, -0.000602864, -0.000659606, 1, -6.55494e-06, 0.649917, -0.1765, 0.579464, -2.04935e-06, 2.78775e-08, 1, 2.21835e-07, 
52.564, 0.648818, -0.177139, 0.579298, -0.000799164, -0.000736703, 0.999999, -1.41946e-05, 0.649917, -0.1765, 0.579464, -1.84294e-06, 2.68635e-08, 1, 2.0343e-07, 
52.664, 0.648922, -0.177043, 0.5794, -0.000644511, -0.000806162, 0.999999, -1.27253e-05, 0.649917, -0.1765, 0.579464, -1.64539e-06, 2.35608e-08, 1, 1.84543e-07, 
52.764, 0.649033, -0.176914, 0.579473, -0.000530192, -0.000830059, 1, -8.05104e-06, 0.649917, -0.1765, 0.579464, -1.4589e-06, 1.97124e-08, 1, 1.66016e-07, 
52.864, 0.648991, -0.176811, 0.579529, -0.00044504, -0.000827498, 1, -6.48916e-06, 0.649917, -0.1765, 0.579464, -1.28574e-06, 1.82501e-08, 1, 1.48265e-07, 
52.964, 0.648947, -0.176752, 0.57947, -0.000524209, -0.000760108, 1, -7.33433e-06, 0.649917, -0.1765, 0.579464, -1.12809e-06, 1.666e-08, 1, 1.31392e-07, 
53.064, 0.64892, -0.17678, 0.579425, -0.000579111, -0.00065787, 1, -9.01742e-06, 0.649917, -0.1765, 0.579464, -9.88122e-07, 1.58051e-08, 1, 1.15904e-07, 
53.164, 0.649079, -0.176973, 0.579411, -0.000591009, -0.000615982, 1, -9.26739e-06, 0.649917, -0.1765, 0.579464, -8.64123e-07, 1.17804e-08, 1, 1.02564e-07, 
53.264, 0.649308, -0.176877, 0.579456, -0.000520758, -0.000816173, 1, -7.76469e-06, 0.649917, -0.1765, 0.579464, -7.48162e-07, 1.29048e-08, 1, 8.89401e-08, 
53.364, 0.649441, -0.176862, 0.579545, -0.000381283, -0.000886777, 1, -4.56909e-06, 0.649917, -0.1765, 0.579464, -6.32488e-07, 7.45058e-09, 1, 7.57984e-08, 
53.464, 0.649611, -0.176701, 0.579582, -0.000316515, -0.0012055, 0.999999, -2.69388e-06, 0.649917, -0.1765, 0.579464, -5.11411e-07, 9.12506e-09, 1, 6.12128e-08, 
53.564, 0.649638, -0.176758, 0.57958, -0.000307336, -0.00125901, 0.999999, -2.97014e-06, 0.649917, -0.1765, 0.579464, -3.80564e-07, 0, 1, 4.53201e-08, 
53.664, 0.649772, -0.17668, 0.579574, -0.000302288, -0.00155538, 0.999999, -2.94079e-06, 0.649917, -0.1765, 0.579464, -2.66872e-07, 7.45058e-09, 1, 3.07195e-08, 
53.764, 0.649885, -0.176678, 0.579563, -0.000292664, -0.00178657, 0.999998, -2.77908e-06, 0.649917, -0.1765, 0.579464, -1.48545e-07, 0, 1, 1.58051e-08, 
53.864, 0.649983, -0.176846, 0.579584, -0.000227044, -0.00187034, 0.999998, -1.69193e-06, 0.649917, -0.1765, 0.579464, 1.49012e-08, -0, 1, -0, 
53.964, 0.650101, -0.176847, 0.579599, -0.000196657, -0.0022673, 0.999997, -8.62467e-08, 0.649917, -0.1765, 0.579464, 2.30908e-07, -7.45058e-09, 1, -3.1168e-08, 
54.064, 0.650155, -0.177056, 0.57961, -0.000172568, -0.0024587, 0.999997, -0, 0.649917, -0.1765, 0.579464, 4.79999e-07, -5.26836e-09, 1, -6.34394e-08, 
54.164, 0.650112, -0.177194, 0.579628, -0.000135348, -0.00276512, 0.999996, 8.77193e-07, 0.649917, -0.1765, 0.579464, 7.08001e-07, -7.45058e-09, 1, -9.18569e-08, 
54.264, 0.650005, -0.177295, 0.579619, -0.000137238, -0.00304722, 0.999995, 3.14031e-07, 0.649917, -0.1765, 0.579464, 9.46693e-07, -1.29048e-08, 1, -1.21743e-07, 
54.364, 0.649911, -0.177257, 0.579569, -0.000194123, -0.00317994, 0.999995, -6.96579e-07, 0.649917, -0.1765, 0.579464, 1.19905e-06, -1.58051e-08, 1, -1.52601e-07, 
54.464, 0.649869, -0.17721, 0.57956, -0.000190163, -0.00349084, 0.999994, -6.82267e-07, 0.649917, -0.1765, 0.579464, 1.46417e-06, -2.04043e-08, 1, -1.85817e-07, 
54.564, 0.649694, -0.177331, 0.579554, -0.000178743, -0.00353967, 0.999994, -8.88589e-07, 0.649917, -0.1765, 0.579464, 1.74082e-06, -2.35608e-08, 1, -2.20265e-07, 
54.664, 0.649638, -0.177211, 0.579526, -0.000192947, -0.00378749, 0.999993, -3.97403e-07, 0.649917, -0.1765, 0.579464, 2.0275e-06, -2.8856e-08, 1, -2.56044e-07, 
54.764, 0.649574, -0.177303, 0.579547, -0.000131272, -0.00375415, 0.999993, -6.7831e-07, 0.649917, -0.1765, 0.579464, 2.32286e-06, -3.24763e-08, 1, -2.92998e-07, 
54.864, 0.649649, -0.177052, 0.579526, -0.000122994, -0.00401786, 0.999992, 8.99687e-07, 0.649917, -0.1765, 0.579464, 2.62532e-06, -3.79907e-08, 1, -3.30818e-07, 
54.964, 0.649687, -0.177045, 0.579545, -5.02966e-05, -0.00393848, 0.999992, 3.35624e-06, 0.649917, -0.1765, 0.579464, 2.93334e-06, -4.11472e-08, 1, -3.69687e-07, 
55.064, 0.649815, -0.176914, 0.579543, 1.02738e-06, -0.00396212, 0.999992, 4.77695e-06, 0.649917, -0.1765, 0.579464, 3.24539e-06, -4.59285e-08, 1, -4.09036e-07, 
55.164, 0.649995, -0.176739, 0.579528, 4.37296e-05, -0.0040529, 0.999992, 5.52121e-06, 0.649917, -0.1765, 0.579464, 3.55996e-06, -4.998e-08, 1, -4.48986e-07, 
55.264, 0.65011, -0.176635, 0.579517, 0.000101586, -0.00399473, 0.999992, 8.62786e-06, 0.649917, -0.1765, 0.579464, 3.87554e-06, -5.39846e-08, 1, -4.89277e-07, 
55.364, 0.650313, -0.17658, 0.579533, 0.000211415, -0.00396901, 0.999992, 9.95176e-06, 0.649917, -0.1765, 0.579464, 4.1907e-06, -5.9837e-08, 1, -5.29804e-07, 
55.464, 0.650409, -0.17652, 0.579477, 0.000229854, -0.00397726, 0.999992, 1.10241e-05, 0.649917, -0.1765, 0.579464, 4.50405e-06, -6.27797e-08, 1, -5.70493e-07, 
55.564, 0.650633, -0.17651, 0.579517, 0.000403501, -0.00392652, 0.999992, 1.48137e-05, 0.649917, -0.1765, 0.579464, 4.81425e-06, -6.7878e-08, 1, -6.11197e-07, 
55.664, 0.650812, -0.176441, 0.579538, 0.000561249, -0.00390417, 0.999992, 2.01423e-05, 0.649917, -0.1765, 0.579464, 5.12008e-06, -7.18508e-08, 1, -6.51851e-07, 
55.764, 0.651097, -0.176482, 0.579604, 0.000804931, -0.00379024, 0.999992, 3.05237e-05, 0.649917, -0.1765, 0.579464, 5.42034e-06, -7.61637e-08, 1, -6.92203e-07, 
55.864, 0.65124, -0.176492, 0.579602, 0.000964896, -0.00373695, 0.999993, 3.32363e-05, 0.649917, -0.1765, 0.579464, 5.71398e-06, -8.02452e-08, 1, -7.32226e-07, 
55.964, 0.651465, -0.176504, 0.579634, 0.00119315, -0.00369649, 0.999992, 4.00284e-05, 0.649917, -0.1765, 0.579464, 5.99995e-06, -8.41289e-08, 1, -7.71864e-07, 
56.064, 0.651552, -0.176504, 0.579572, 0.00130008, -0.00367584, 0.999992, 4.60417e-05, 0.649917, -0.1765, 0.579464, 6.27737e-06, -8.75245e-08, 1, -8.11019e-07, 
56.164, 0.651607, -0.176526, 0.579549, 0.00141192, -0.00370447, 0.999992, 4.84462e-05, 0.649917, -0.1765, 0.579464, 6.54544e-06, -9.12506e-08, 1, -8.49432e-07, 
56.264, 0.651616, -0.176473, 0.579529, 0.0014839, -0.00376657, 0.999992, 5.10921e-05, 0.649917, -0.1765, 0.579464, 6.80341e-06, -9.51226e-08, 1, -8.87229e-07, 
56.364, 0.651614, -0.176433, 0.57954, 0.00158061, -0.00378862, 0.999992, 5.35066e-05, 0.649917, -0.1765, 0.579464, 7.05066e-06, -9.82799e-08, 1, -9.24232e-07, 
56.464, 0.651594, -0.176471, 0.579542, 0.0016763, -0.00366935, 0.999992, 5.66615e-05, 0.649917, -0.1765, 0.579464, 7.28666e-06, -1.00376e-07, 1, -9.60302e-07, 
56.564, 0.651556, -0.17639, 0.579519, 0.00172371, -0.0036173, 0.999992, 5.89105e-05, 0.649917, -0.1765, 0.579464, 7.51097e-06, -1.04042e-07, 1, -9.95441e-07, 
56.664, 0.651441, -0.176414, 0.57949, 0.00170668, -0.00340051, 0.999993, 5.78613e-05, 0.649917, -0.1765, 0.579464, 7.72323e-06, -1.06806e-07, 1, -1.02952e-06, 
56.764, 0.651433, -0.176348, 0.579476, 0.00170159, -0.00326498, 0.999993, 5.68528e-05, 0.649917, -0.1765, 0.579464, 7.92317e-06, -1.09374e-07, 1, -1.06245e-06, 
56.864, 0.651435, -0.176336, 0.579534, 0.00176485, -0.00307915, 0.999994, 5.59842e-05, 0.649917, -0.1765, 0.579464, 8.1106e-06, -1.11883e-07, 1, -1.09422e-06, 
56.964, 0.651496, -0.17631, 0.579569, 0.00180828, -0.00290107, 0.999994, 6.1536e-05, 0.649917, -0.1765, 0.579464, 8.2854e-06, -1.13362e-07, 1, -1.12468e-06, 
57.064, 0.6516, -0.176197, 0.579588, 0.00184431, -0.00282642, 0.999994, 6.32267e-05, 0.649917, -0.1765, 0.579464, 8.44754e-06, -1.15904e-07, 1, -1.15378e-06, 
57.164, 0.65154, -0.176142, 0.579578, 0.00178718, -0.00264632, 0.999995, 5.97183e-05, 0.649917, -0.1765, 0.579464, 8.59702e-06, -1.1745e-07, 1, -1.18151e-06, 
57.264, 0.651659, -0.176031, 0.579538, 0.00171525, -0.0026155, 0.999995, 5.26642e-05, 0.649917, -0.1765, 0.579464, 8.73392e-06, -1.1886e-07, 1, -1.20771e-06, 
57.364, 0.651585, -0.176016, 0.57951, 0.00161483, -0.00245718, 0.999996, 5.304e-05, 0.649917, -0.1765, 0.579464, 8.85837e-06, -1.20483e-07, 1, -1.2324e-06, 
57.464, 0.651654, -0.175957, 0.579501, 0.00156434, -0.00238843, 0.999996, 5.37937e-05, 0.649917, -0.1765, 0.579464, 8.97053e-06, -1.21058e-07, 1, -1.25549e-06, 
57.564, 0.65176, -0.175914, 0.579519, 0.00152695, -0.00230504, 0.999996, 4.74089e-05, 0.649917, -0.1765, 0.579464, 9.07059e-06, -1.22312e-07, 1, -1.27688e-06, 
57.664, 0.651731, -0.175975, 0.579484, 0.00146689, -0.00214832, 0.999997, 5.10595e-05, 0.649917, -0.1765, 0.579464, 9.15879e-06, -1.23442e-07, 1, -1.29657e-06, 
57.764, 0.651712, -0.175975, 0.579431, 0.00132401, -0.00213104, 0.999997, 4.3338e-05, 0.649917, -0.1765, 0.579464, 9.23537e-06, -1.24002e-07, 1, -1.3145e-06, 
57.864, 0.651733, -0.176047, 0.579468, 0.00137412, -0.0020079, 0.999997, 4.58845e-05, 0.649917, -0.1765, 0.579464, 9.30058e-06, -1.24783e-07, 1, -1.3306e-06, 
57.964, 0.651697, -0.176069, 0.579516, 0.00139279, -0.00191938, 0.999997, 4.55443e-05, 0.649917, -0.1765, 0.579464, 9.35467e-06, -1.24783e-07, 1, -1.34485e-06, 
58.064, 0.651696, -0.176186, 0.579553, 0.00142196, -0.00178321, 0.999997, 4.41481e-05, 0.649917, -0.1765, 0.579464, 9.39789e-06, -1.24561e-07, 1, -1.35719e-06, 
58.164, 0.651586, -0.176317, 0.579595, 0.00145367, -0.00171482, 0.999997, 4.71783e-05, 0.649917, -0.1765, 0.579464, 9.43049e-06, -1.25117e-07, 1, -1.36758e-06, 
58.264, 0.651441, -0.176469, 0.579566, 0.0013994, -0.0016146, 0.999998, 4.41898e-05, 0.649917, -0.1765, 0.579464, 9.45268e-06, -1.25006e-07, 1, -1.37598e-06, 
58.364, 0.65125, -0.176556, 0.579497, 0.00127077, -0.0015522, 0.999998, 4.31092e-05, 0.649917, -0.1765, 0.579464, 9.46465e-06, -1.25006e-07, 1, -1.38235e-06, 
58.464, 0.651089, -0.176618, 0.579479, 0.0012209, -0.00144823, 0.999998, 4.17312e-05, 0.649917, -0.1765, 0.579464, 9.46658e-06, -1.24783e-07, 1, -1.38667e-06, 
58.564, 0.650949, -0.176697, 0.579503, 0.00121369, -0.00125997, 0.999998, 4.22209e-05, 0.649917, -0.1765, 0.579464, 9.4586e-06, -1.24449e-07, 1, -1.38893e-06, 
58.664, 0.650716, -0.176799, 0.579461, 0.00110198, -0.00100864, 0.999999, 3.88098e-05, 0.649917, -0.1765, 0.579464, 9.44082e-06, -1.23216e-07, 1, -1.38907e-06, 
58.764, 0.650564, -0.176899, 0.579468, 0.00108994, -0.000726694, 0.999999, 4.0058e-05, 0.649917, -0.1765, 0.579464, 9.41328e-06, -1.22426e-07, 1, -1.38712e-06, 
58.864, 0.650431, -0.176942, 0.579432, 0.00100997, -0.000511825, 0.999999, 3.68013e-05, 0.649917, -0.1765, 0.579464, 9.37604e-06, -1.21743e-07, 1, -1.38297e-06, 
58.964, 0.650393, -0.176917, 0.579419, 0.000937246, -0.000558677, 0.999999, 3.48904e-05, 0.649917, -0.1765, 0.579464, 9.32906e-06, -1.20828e-07, 1, -1.37664e-06, 
59.064, 0.65043, -0.176832, 0.579462, 0.000983812, -0.000456614, 0.999999, 3.51387e-05, 0.649917, -0.1765, 0.579464, 9.27229e-06, -1.20021e-07, 1, -1.36817e-06, 
59.164, 0.650513, -0.176691, 0.579524, 0.00102035, -0.000525831, 0.999999, 3.86472e-05, 0.649917, -0.1765, 0.579464, 9.20568e-06, -1.1886e-07, 1, -1.35752e-06, 
59.264, 0.650626, -0.176598, 0.579567, 0.00109248, -0.000459408, 0.999999, 4.0093e-05, 0.649917, -0.1765, 0.579464, 9.12907e-06, -1.17332e-07, 1, -1.34468e-06, 
59.364, 0.65069, -0.176572, 0.579576, 0.00105926, -0.0004177, 0.999999, 4.11195e-05, 0.649917, -0.1765, 0.579464, 9.04236e-06, -1.16024e-07, 1, -1.32966e-06, 
59.464, 0.650798, -0.176542, 0.579538, 0.00103874, -0.000480371, 0.999999, 4.23081e-05, 0.649917, -0.1765, 0.579464, 8.94535e-06, -1.14458e-07, 1, -1.31253e-06, 
