Time, q_r1, q_r2, q_r3, q_r4, q_r5, q_r6, q_r7, q_r8, q_r9, dq_r1, dq_r2, dq_r3, dq_r4, dq_r5, dq_r6, dq_r7, dq_r8, dq_r9, q_n1, q_n2, q_n3, q_n4, q_n5, q_n6, q_n7, q_n8, q_n9, dq_n1, dq_n2, dq_n3, dq_n4, dq_n5, dq_n6, dq_n7, dq_n8, dq_n9
4.63, 3.86881e-06, -2.10021e-06, -2.91696e-06, 0.0233425, 0.00946774, -1.5806, 0.000727122, -1.5707, 0.0135809, 0, 0, -0, 0.00237704, -0, 0, -0, -0, 0.00379698, 5.95205e-09, -8.3834e-10, -2.13473e-09, 0.0276767, 0.0113564, -1.58217, 3.32813e-06, -1.57078, 0.0276327, -6.72001e-09, 4.81575e-09, 1.23764e-08, 0.00223361, 0.000886985, -0.000872871, -7.26429e-06, -7.58077e-06, 0.00232828, 
4.73, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0236864, 0.00958659, -1.58071, 0.000711934, -1.57066, 0.0139985, 0, 0, -0, 0.00237704, -0, 0, -0, 0.00284774, -0, 5.19917e-09, -4.80477e-10, -1.22045e-09, 0.0278791, 0.0114367, -1.58225, 2.67543e-06, -1.57078, 0.0278437, -8.23746e-09, 2.32642e-09, 5.8924e-09, 0.00182806, 0.000725474, -0.000713802, -5.84207e-06, -6.51391e-06, 0.00190439, 
4.83, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0239827, 0.00968167, -1.58082, 0.000699594, -1.57061, 0.0144437, 0, 0, -0, 0.00316938, 0.00237704, -0.00316938, -0, -0, 0.00474623, 4.32417e-09, -3.43559e-10, -8.77087e-10, 0.0280448, 0.0115024, -1.58232, 2.15054e-06, -1.57078, 0.0280162, -8.85246e-09, 6.06277e-10, 1.48511e-09, 0.00149613, 0.000593408, -0.000583768, -4.69776e-06, -5.57082e-06, 0.00155765, 
4.93, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.024226, 0.00975773, -1.58093, 0.000687254, -1.57059, 0.0148377, 0, 0, -0, 0.00237704, -0, 0, -0, -0, 0.00379698, 3.47133e-09, -3.17377e-10, -8.14913e-10, 0.0281803, 0.0115562, -1.58237, 1.72849e-06, -1.57078, 0.0281573, -7.88762e-09, 7.16998e-11, 1.55311e-10, 0.00122444, 0.000485408, -0.000477454, -3.7772e-06, -4.74589e-06, 0.00127404, 
5.03, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0244343, 0.00983221, -1.58102, 0.000678711, -1.57058, 0.015187, 0, 0, -0, -0, 0.00316938, -0.00396173, -0, -0, -0, 2.7618e-09, -3.06014e-10, -7.86884e-10, 0.0282913, 0.0116002, -1.58241, 1.38915e-06, -1.57078, 0.0282727, -6.17967e-09, 2.02156e-10, 5.21242e-10, 0.00100207, 0.000397082, -0.000390524, -3.03675e-06, -4.03015e-06, 0.00104206, 
5.13, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0246245, 0.00989006, -1.58112, 0.000669218, -1.57058, 0.0155097, 0, 0, -0, 0.00237704, -0, 0, -0, -0, -0, 2.22255e-09, -2.73123e-10, -7.01609e-10, 0.0283821, 0.0116361, -1.58245, 1.11635e-06, -1.57078, 0.0283671, -4.6035e-09, 4.3306e-10, 1.12306e-09, 0.000820083, 0.000324839, -0.000319436, -2.44123e-06, -3.41311e-06, 0.000852321, 
5.23, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0248068, 0.00995186, -1.58121, 0.000662573, -1.57057, 0.0158856, 0, 0, -0, -0, -0, -0.00237704, -0, -0, 0.00284774, 1.81808e-09, -2.24099e-10, -5.74774e-10, 0.0284564, 0.0116656, -1.58248, 8.97058e-07, -1.57078, 0.0284443, -3.51218e-09, 5.10647e-10, 1.3181e-09, 0.000671139, 0.000265747, -0.000261298, -1.96234e-06, -2.88388e-06, 0.00069713, 
5.33, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0249858, 0.0100057, -1.58127, 0.000660675, -1.57057, 0.0162387, 0, 0, -0, 0.00237704, -0, 0, -0, -0, 0.00569547, 1.50079e-09, -1.75392e-10, -4.49351e-10, 0.0285172, 0.0116897, -1.5825, 7.20789e-07, -1.57078, 0.0285075, -2.84052e-09, 4.41429e-10, 1.13398e-09, 0.000549245, 0.000217409, -0.000213748, -1.57727e-06, -2.43187e-06, 0.000570199, 
5.43, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0251601, 0.0100667, -1.58132, 0.000650233, -1.57056, 0.0165586, 0, 0, -0, -0, -0, 0, -0, -0, 0.00379698, 1.23838e-09, -1.36971e-10, -3.50844e-10, 0.028567, 0.0117094, -1.58252, 5.79115e-07, -1.57078, 0.0285591, -2.39146e-09, 3.21929e-10, 8.23816e-10, 0.000449488, 0.000177868, -0.000174856, -1.26766e-06, -2.04716e-06, 0.00046638, 
5.53, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0253075, 0.0101222, -1.58138, 0.000632198, -1.57056, 0.0168956, 0, 0, -0, 0.00316938, -0, 0, -0, -0, 0.00379698, 1.01649e-09, -1.09839e-10, -2.81482e-10, 0.0286077, 0.0117255, -1.58254, 4.65254e-07, -1.57078, 0.0286014, -2.02142e-09, 2.23806e-10, 5.7175e-10, 0.000367848, 0.00014552, -0.000143043, -1.01876e-06, -1.72068e-06, 0.000381466, 
5.63, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0254486, 0.0101634, -1.58148, 0.000614162, -1.57056, 0.017206, 0, 0, -0, -0, -0, 0, -0, -0, 0.00569547, 8.30357e-10, -9.04968e-11, -2.32052e-10, 0.028641, 0.0117387, -1.58255, 3.73752e-07, -1.57078, 0.028636, -1.67969e-09, 1.6643e-10, 4.25664e-10, 0.000301035, 0.000119057, -0.000117021, -8.1867e-07, -1.44432e-06, 0.000312014, 
5.73, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0255745, 0.0102038, -1.58153, 0.000594228, -1.57055, 0.0175278, 0, 0, -0, -0, -0, 0, -0, -0, 0.00379698, 6.77135e-10, -7.53362e-11, -1.93233e-10, 0.0286683, 0.0117494, -1.58256, 3.00225e-07, -1.57078, 0.0286642, -1.37059e-09, 1.37591e-10, 3.52713e-10, 0.000246357, 9.74081e-05, -9.57342e-05, -6.57833e-07, -1.21088e-06, 0.000255208, 
5.83, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0256981, 0.0102537, -1.58158, 0.000576192, -1.57055, 0.0178639, 0, 0, -0, -0, -0, 0, -0, 0.00284774, -0, 5.52732e-10, -6.24077e-11, -1.60066e-10, 0.0286906, 0.0117583, -1.58257, 2.41145e-07, -1.57078, 0.0286873, -1.10894e-09, 1.19774e-10, 3.07436e-10, 0.00020161, 7.96964e-05, -7.83208e-05, -5.28557e-07, -1.01407e-06, 0.000208746, 
5.93, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0258083, 0.0103013, -1.58162, 0.00056575, -1.57055, 0.0181932, 0, 0, -0, -0, -0, 0, -0, -0, 0.00379698, 4.5205e-10, -5.11787e-11, -1.31241e-10, 0.0287089, 0.0117655, -1.58258, 1.93677e-07, -1.57078, 0.0287062, -8.98893e-10, 1.03079e-10, 2.64586e-10, 0.00016499, 6.52059e-05, -6.40756e-05, -4.24657e-07, -8.484e-07, 0.000170743, 
6.03, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0259255, 0.0103433, -1.58169, 0.000556258, -1.57055, 0.0185027, 0, 0, -0, -0, 0.00237704, 0, -0, -0.00284774, 0.00474623, 3.70185e-10, -4.16772e-11, -1.06859e-10, 0.0287239, 0.0117714, -1.58258, 1.55541e-07, -1.57078, 0.0287217, -7.33418e-10, 8.56467e-11, 2.19705e-10, 0.000135022, 5.33505e-05, -5.2422e-05, -3.41158e-07, -7.09155e-07, 0.00013966, 
6.13, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0260349, 0.0103805, -1.58175, 0.000546765, -1.57055, 0.0187989, 0, 0, -0, -0, 0.00237704, 0, -0, -0, 0.00284774, 3.03202e-10, -3.38986e-11, -8.69111e-11, 0.0287361, 0.0117762, -1.58259, 1.24905e-07, -1.57078, 0.0287344, -6.01556e-10, 6.92146e-11, 1.77446e-10, 0.000110497, 4.36509e-05, -4.28882e-05, -2.74057e-07, -5.9227e-07, 0.000114236, 
6.23, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.02613, 0.0104178, -1.58178, 0.000540121, -1.57055, 0.0191558, 0, 0, -0, -0, -0, 0, -0, -0, 0.00569547, 2.48209e-10, -2.76475e-11, -7.08875e-11, 0.0287461, 0.0117802, -1.58259, 1.00295e-07, -1.57078, 0.0287447, -4.94089e-10, 5.54646e-11, 1.4216e-10, 9.04267e-05, 3.5715e-05, -3.50886e-05, -2.20139e-07, -4.9427e-07, 9.34411e-05, 
6.33, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.026233, 0.0104534, -1.58181, 0.000530628, -1.57055, 0.0194852, 0, 0, -0, -0, -0, 0, -0, -0, 0.00284774, 2.03068e-10, -2.26242e-11, -5.80121e-11, 0.0287543, 0.0117834, -1.58259, 8.05277e-08, -1.57078, 0.0287532, -4.05197e-10, 4.47765e-11, 1.14778e-10, 7.40018e-05, 2.92221e-05, -2.87077e-05, -1.76816e-07, -4.1219e-07, 7.6432e-05, 
6.43, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.026309, 0.0104859, -1.58183, 0.000524933, -1.57054, 0.0197946, 0, 0, -0, -0, -0, -0.00237704, -0, -0, 0.00284774, 1.66089e-10, -1.85446e-11, -4.75536e-11, 0.028761, 0.0117861, -1.5826, 6.46512e-08, -1.57078, 0.0287601, -3.31559e-10, 3.65866e-11, 9.38071e-11, 6.05604e-05, 2.39097e-05, -2.34873e-05, -1.42008e-07, -3.43512e-07, 6.25196e-05, 
6.53, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0263788, 0.0105136, -1.58185, 0.000520187, -1.57055, 0.0201079, 0, 0, -0, -0, -0, 0, -0, -0.00284774, 0.00379698, 1.35853e-10, -1.51975e-11, -3.89707e-11, 0.0287665, 0.0117882, -1.5826, 5.19006e-08, -1.57078, 0.0287658, -2.70956e-10, 3.01152e-11, 7.72283e-11, 4.95604e-05, 1.95632e-05, -1.92164e-05, -1.14044e-07, -2.86098e-07, 5.11398e-05, 
6.63, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0264406, 0.0105358, -1.58187, 0.00051639, -1.57054, 0.0204097, 0, 0, -0, 0.00237704, -0, 0, -0, -0, -0, 1.11085e-10, -1.24324e-11, -3.18799e-11, 0.028771, 0.01179, -1.5826, 4.64031e-08, -1.57078, 0.0287703, -2.23095e-10, 2.50225e-11, 6.41689e-11, 4.04651e-05, 1.59401e-05, -1.56142e-05, -1.08103e-08, -3.11143e-07, 4.05936e-05, 
6.73, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0265143, 0.0105635, -1.58191, 0.000512593, -1.57054, 0.0207572, 0, 0, -0, -0, -0, 0, -0, -0, -0, 9.06838e-11, -1.01386e-11, -2.59977e-11, 0.0287747, 0.0117914, -1.5826, 4.59644e-08, -1.57078, 0.028774, -1.83007e-10, 2.06049e-11, 5.28365e-11, 3.31087e-05, 1.30394e-05, -1.27691e-05, -1.83123e-09, -2.61174e-07, 3.31147e-05, 
6.83, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0265737, 0.0105897, -1.58192, 0.000507846, -1.57054, 0.0210619, 0, 0, -0, -0, -0, 0, -0, -0, -0, 7.40376e-11, -8.26616e-12, -2.11963e-11, 0.0287777, 0.0117926, -1.5826, 4.58247e-08, -1.57078, 0.028777, -1.48643e-10, 1.66921e-11, 4.28011e-11, 2.70959e-05, 1.06712e-05, -1.04497e-05, -1.16539e-09, -2.1407e-07, 2.70961e-05, 
6.93, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0266268, 0.0106182, -1.58194, 0.000500252, -1.57054, 0.0213865, 0, 0, -0, -0, -0, 0, -0, -0, -0, 6.05353e-11, -6.75345e-12, -1.73175e-11, 0.0287801, 0.0117936, -1.5826, 4.57208e-08, -1.57078, 0.0287795, -1.20556e-10, 1.3473e-11, 3.45466e-11, 2.21753e-05, 8.73328e-06, -8.55204e-06, -9.37939e-10, -1.7522e-07, 2.21753e-05, 
7.03, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0266838, 0.0106452, -1.58196, 0.000496455, -1.57054, 0.0216903, 0, 0, -0, -0, -0, 0, -0, -0, 0.00284774, 4.95628e-11, -5.52938e-12, -1.41788e-11, 0.0287821, 0.0117944, -1.5826, 4.56363e-08, -1.57078, 0.0287815, -9.822e-11, 1.09414e-11, 2.80558e-11, 1.81484e-05, 7.14733e-06, -6.99899e-06, -7.66868e-10, -1.43407e-07, 1.81483e-05, 
7.13, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0267345, 0.0106705, -1.58198, 0.000484115, -1.57054, 0.0219684, 0, 0, -0, -0, -0, 0, -0, -0, 0.00379698, 4.05994e-11, -4.53129e-12, -1.16195e-11, 0.0287838, 0.011795, -1.5826, 4.55671e-08, -1.57078, 0.0287831, -8.04383e-11, 8.95675e-12, 2.29675e-11, 1.48527e-05, 5.84939e-06, -5.72798e-06, -6.27577e-10, -1.17369e-07, 1.48526e-05, 
7.23, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0267868, 0.0107014, -1.58201, 0.000472724, -1.57054, 0.0222465, 0, 0, -0, -0, -0, 0, -0, -0, -0, 3.32482e-11, -3.71225e-12, -9.51922e-12, 0.0287851, 0.0117956, -1.58261, 4.55105e-08, -1.57078, 0.0287845, -6.60368e-11, 7.36315e-12, 1.88813e-11, 1.21555e-05, 4.78715e-06, -4.68779e-06, -5.13613e-10, -9.60579e-08, 1.21554e-05, 
7.33, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0268312, 0.0107284, -1.58203, 0.00046608, -1.57054, 0.0225152, 0, 0, -0, -0, -0, 0, -0, -0, -0, 2.72136e-11, -3.03887e-12, -7.79247e-12, 0.0287862, 0.011796, -1.58261, 4.54642e-08, -1.57078, 0.0287856, -5.41858e-11, 6.05084e-12, 1.55161e-11, 9.94807e-06, 3.91781e-06, -3.8365e-06, -4.20345e-10, -7.86158e-08, 9.94805e-06, 
7.43, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0268779, 0.0107498, -1.58204, 0.000458486, -1.57053, 0.0227743, 0, 0, -0, -0, -0, 0, -0, -0, -0, 2.22663e-11, -2.48618e-12, -6.37522e-12, 0.0287871, 0.0117963, -1.58261, 4.54263e-08, -1.57078, 0.0287865, -4.43805e-11, 4.95928e-12, 1.27169e-11, 8.14153e-06, 3.20635e-06, -3.1398e-06, -3.44014e-10, -6.43405e-08, 8.14151e-06, 
7.53, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0269302, 0.0107632, -1.58205, 0.00045279, -1.57054, 0.0230353, 0, 0, -0, -0, -0, 0, -0, -0, 0.00379698, 1.82173e-11, -2.03375e-12, -5.21508e-12, 0.0287879, 0.0117966, -1.58261, 4.53952e-08, -1.57078, 0.0287872, -3.62963e-11, 4.05519e-12, 1.03986e-11, 6.66305e-06, 2.62408e-06, -2.56962e-06, -2.81543e-10, -5.26571e-08, 6.66303e-06, 
7.63, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0269691, 0.0107759, -1.58207, 0.000447095, -1.57053, 0.0232831, 0, 0, -0, -0, -0, 0, -0, -0, -0, 1.49069e-11, -1.66399e-12, -4.26692e-12, 0.0287885, 0.0117969, -1.58261, 4.53699e-08, -1.57078, 0.0287878, -2.96728e-11, 3.31334e-12, 8.49624e-12, 5.45305e-06, 2.14756e-06, -2.10298e-06, -2.30417e-10, -4.30952e-08, 5.45304e-06, 
7.73, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0270071, 0.0107917, -1.58208, 0.000435704, -1.57054, 0.0235669, 0, 0, -0, -0, -0, 0, -0, -0, -0, 1.22001e-11, -1.36181e-12, -3.49206e-12, 0.0287889, 0.0117971, -1.58261, 4.53491e-08, -1.57078, 0.0287883, -2.42682e-11, 2.70865e-12, 6.94568e-12, 4.46279e-06, 1.75757e-06, -1.72109e-06, -1.88574e-10, -3.52694e-08, 4.46278e-06, 
7.83, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0270531, 0.010806, -1.58209, 0.000431907, -1.57054, 0.0238745, 0, 0, -0, -0, -0, 0, -0, -0, 0.00284774, 9.98558e-12, -1.11467e-12, -2.85831e-12, 0.0287894, 0.0117972, -1.58261, 4.53321e-08, -1.57078, 0.0287887, -1.98604e-11, 2.21641e-12, 5.68347e-12, 3.65236e-06, 1.4384e-06, -1.40854e-06, -1.5433e-10, -2.88648e-08, 3.65235e-06, 
7.93, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0270966, 0.0108314, -1.5821, 0.000430008, -1.57053, 0.024163, 0, 0, -0, -0, 0.00237704, 0, -0, -0, -0, 8.17294e-12, -9.12371e-13, -2.33956e-12, 0.0287897, 0.0117974, -1.58261, 4.53181e-08, -1.57078, 0.028789, -1.62591e-11, 1.81473e-12, 4.65346e-12, 2.9891e-06, 1.17719e-06, -1.15276e-06, -1.26305e-10, -2.36231e-08, 2.98909e-06, 
8.03, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.027137, 0.0108512, -1.58211, 0.000418617, -1.57053, 0.0244507, 0, 0, -0, -0, -0, 0, -0, 0.00284774, 0.00664472, 6.68894e-12, -7.46723e-13, -1.9148e-12, 0.02879, 0.0117975, -1.58261, 4.53067e-08, -1.57078, 0.0287893, -1.3311e-11, 1.48594e-12, 3.81036e-12, 2.44629e-06, 9.63417e-07, -9.43419e-07, -1.03368e-10, -1.93332e-08, 2.44628e-06, 
8.13, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0271806, 0.0108726, -1.58211, 0.000403429, -1.57053, 0.0247772, 0, 0, -0, -0, -0, 0, -0, -0, 0.00379698, 5.47413e-12, -6.11103e-13, -1.56703e-12, 0.0287902, 0.0117976, -1.58261, 4.52974e-08, -1.57078, 0.0287895, -1.08953e-11, 1.21639e-12, 3.11916e-12, 2.00205e-06, 7.88463e-07, -7.72097e-07, -8.45971e-11, -1.58224e-08, 2.00204e-06, 
8.23, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0272218, 0.0108908, -1.58212, 0.000397734, -1.57054, 0.0251246, 0, 0, -0, -0, -0, 0, -0, -0.00284774, 0.00474623, 4.47989e-12, -5.00101e-13, -1.28239e-12, 0.0287904, 0.0117976, -1.58261, 4.52898e-08, -1.57078, 0.0287897, -8.91629e-12, 9.95447e-13, 2.55259e-12, 1.63848e-06, 6.45281e-07, -6.31887e-07, -6.92347e-11, -1.29491e-08, 1.63848e-06, 
8.33, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0272591, 0.0109074, -1.58212, 0.000391089, -1.57054, 0.0254645, 0, 0, -0, -0, -0, 0, -0.00284774, -0, -0, 3.66628e-12, -4.09269e-13, -1.04947e-12, 0.0287905, 0.0117977, -1.58261, 4.52836e-08, -1.57078, 0.0287899, -7.29621e-12, 8.14526e-13, 2.08866e-12, 1.34094e-06, 5.281e-07, -5.17139e-07, -5.6662e-11, -1.05975e-08, 1.34093e-06, 
8.43, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0272939, 0.0109217, -1.58213, 0.000389191, -1.57053, 0.0257749, 0, 0, -0, -0, -0, 0, -0, -0, 0.00474623, 3.00049e-12, -3.34945e-13, -8.58888e-13, 0.0287906, 0.0117977, -1.58261, 4.52784e-08, -1.57078, 0.02879, -5.9707e-12, 6.6651e-13, 1.70911e-12, 1.09743e-06, 4.32199e-07, -4.23228e-07, -4.63725e-11, -8.67305e-09, 1.09742e-06, 
8.53, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0273335, 0.0109415, -1.58214, 0.000379698, -1.57053, 0.0260777, 0, 0, -0, -0, -0, 0, -0, 0.00284774, 0.00474623, 2.45564e-12, -2.74123e-13, -7.02926e-13, 0.0287907, 0.0117978, -1.58261, 4.52743e-08, -1.57078, 0.0287901, -4.88634e-12, 5.45451e-13, 1.39868e-12, 8.98135e-07, 3.53713e-07, -3.46371e-07, -3.79515e-11, -7.09803e-09, 8.98133e-07, 
8.63, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0273779, 0.0109621, -1.58214, 0.00037685, -1.57053, 0.026352, 0, 0, -0, -0, -0, 0, -0, -0, -0, 2.00972e-12, -2.24347e-13, -5.75287e-13, 0.0287908, 0.0117978, -1.58261, 4.52708e-08, -1.57078, 0.0287902, -3.99913e-12, 4.46416e-13, 1.14473e-12, 7.35036e-07, 2.8948e-07, -2.83472e-07, -3.10596e-11, -5.80903e-09, 7.35034e-07, 
8.73, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0274183, 0.0109811, -1.58215, 0.000367358, -1.57053, 0.0265789, 0, 0, -0, -0, -0, 0, -0, -0, -0, 1.64477e-12, -1.83608e-13, -4.7082e-13, 0.0287909, 0.0117978, -1.58261, 4.5268e-08, -1.57078, 0.0287902, -3.27303e-12, 3.65371e-13, 9.3691e-13, 6.01555e-07, 2.36912e-07, -2.31994e-07, -2.54193e-11, -4.75411e-09, 6.01554e-07, 
8.83, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0274556, 0.0110017, -1.58216, 0.000359764, -1.57053, 0.0267963, 0, 0, -0, -0, -0, 0, -0, -0, 0.00284774, 1.34608e-12, -1.50265e-13, -3.8532e-13, 0.0287909, 0.0117979, -1.58261, 4.52657e-08, -1.57078, 0.0287903, -2.67872e-12, 2.99032e-13, 7.66798e-13, 4.92314e-07, 1.93889e-07, -1.89865e-07, -2.08032e-11, -3.89077e-09, 4.92313e-07, 
8.93, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0274904, 0.0110215, -1.58216, 0.000355967, -1.57053, 0.0269908, 0, 0, -0, -0, -0, 0, -0, -0, -0, 1.10164e-12, -1.22977e-13, -3.15345e-13, 0.028791, 0.0117979, -1.58261, 4.52639e-08, -1.57078, 0.0287903, -2.19227e-12, 2.44728e-13, 6.27549e-13, 4.02911e-07, 1.5868e-07, -1.55386e-07, -1.70255e-11, -3.1842e-09, 4.0291e-07, 
9.03, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0275205, 0.0110358, -1.58217, 0.000347424, -1.57053, 0.0271503, 0, 0, -0, -0, -0, 0, -0, -0.00284774, -0, 9.0158e-13, -1.00644e-13, -2.58078e-13, 0.028791, 0.0117979, -1.58261, 4.52623e-08, -1.57078, 0.0287904, -1.79414e-12, 2.00282e-13, 5.13577e-13, 3.29743e-07, 1.29864e-07, -1.27169e-07, -1.39338e-11, -2.60595e-09, 3.29743e-07, 
9.13, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0275506, 0.0110453, -1.58218, 0.000341728, -1.57053, 0.0273117, 0, 0, -0, -0, -0, 0, -0, -0, 0.00284774, 7.37856e-13, -8.23672e-14, -2.11212e-13, 0.028791, 0.0117979, -1.58261, 4.52611e-08, -1.57078, 0.0287904, -1.46831e-12, 1.63909e-13, 4.20308e-13, 2.69863e-07, 1.06281e-07, -1.04075e-07, -1.14034e-11, -2.13271e-09, 2.69862e-07, 
9.23, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0275847, 0.0110556, -1.5822, 0.000336982, -1.57053, 0.0274626, 0, 0, -0, -0, -0.00237704, 0, -0, -0, -0, 6.03864e-13, -6.74096e-14, -1.72856e-13, 0.0287911, 0.0117979, -1.58261, 4.526e-08, -1.57078, 0.0287904, -1.20167e-12, 1.34143e-13, 3.43978e-13, 2.20856e-07, 8.69809e-08, -8.51755e-08, -9.33264e-12, -1.74541e-09, 2.20856e-07, 
9.33, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0276227, 0.0110659, -1.58224, 0.000333185, -1.57053, 0.0275965, 0, 0, -0, -0, -0, -0.00237704, -0, -0, -0, 4.94205e-13, -5.51684e-14, -1.41467e-13, 0.0287911, 0.0117979, -1.58261, 4.52592e-08, -1.57078, 0.0287904, -9.8345e-13, 1.09782e-13, 2.81511e-13, 1.80749e-07, 7.11855e-08, -6.97079e-08, -7.63786e-12, -1.42844e-09, 1.80749e-07, 
9.43, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.02766, 0.0110746, -1.58229, 0.00032749, -1.57053, 0.0277284, 0, 0, -0, -0, -0, 0, -0, -0, 0.00284774, 4.0446e-13, -4.51501e-14, -1.15777e-13, 0.0287911, 0.0117979, -1.58261, 4.52585e-08, -1.57078, 0.0287904, -8.04862e-13, 8.9847e-14, 2.30392e-13, 1.47926e-07, 5.82584e-08, -5.70492e-08, -6.25089e-12, -1.16903e-09, 1.47925e-07, 
9.53, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0276949, 0.0110833, -1.58232, 0.000322743, -1.57053, 0.0278366, 0, 0, -0, -0, -0, -0.00316938, -0, -0, -0.00379698, 3.31011e-13, -3.6951e-14, -9.47523e-14, 0.0287911, 0.0117979, -1.58261, 4.52579e-08, -1.57078, 0.0287905, -6.58703e-13, 7.35316e-14, 1.88555e-13, 1.21063e-07, 4.76789e-08, -4.66893e-08, -5.11564e-12, -9.56736e-10, 1.21062e-07, 
9.63, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0277202, 0.0110913, -1.58233, 0.000317997, -1.57053, 0.0279306, 0, 0, -0, -0, -0, 0, -0, -0, -0, 2.70901e-13, -3.02408e-14, -7.75455e-14, 0.0287911, 0.0117979, -1.58261, 4.52575e-08, -1.57078, 0.0287905, -5.39086e-13, 6.01791e-14, 1.54316e-13, 9.90779e-08, 3.90206e-08, -3.82107e-08, -4.18678e-12, -7.82991e-10, 9.90777e-08, 
9.73, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0277424, 0.0111039, -1.58234, 0.000310403, -1.57053, 0.0280312, 0, 0, -0, -0, -0, 0, -0, -0, -0, 2.21706e-13, -2.47491e-14, -6.34634e-14, 0.0287911, 0.0117979, -1.58261, 4.52571e-08, -1.57078, 0.0287905, -4.4119e-13, 4.92504e-14, 1.26291e-13, 8.10856e-08, 3.19346e-08, -3.12718e-08, -3.42654e-12, -6.40798e-10, 8.10854e-08, 
9.83, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0277654, 0.0111174, -1.58235, 0.000299962, -1.57053, 0.0281603, 0, 0, -0, -0, -0, 0, -0, -0, 0.00284774, 1.81445e-13, -2.02547e-14, -5.19387e-14, 0.0287911, 0.0117979, -1.58261, 4.52568e-08, -1.57078, 0.0287905, -3.6107e-13, 4.03064e-14, 1.03356e-13, 6.63606e-08, 2.61354e-08, -2.55929e-08, -2.80426e-12, -5.24429e-10, 6.63605e-08, 
9.93, 1.54753e-06, 2.21075e-07, 3.07049e-07, 0.0277923, 0.0111372, -1.58236, 0.00028952, -1.57053, 0.0282439, 0, 0, -0, -0, -0, 0, -0, 0.00379698, -0, 1.48495e-13, -1.65765e-14, -4.25068e-14, 0.0287911, 0.0117979, -1.58261, 4.52565e-08, -1.57078, 0.0287905, -2.95502e-13, 3.29874e-14, 8.45887e-14, 5.43097e-08, 2.13893e-08, -2.09454e-08, -2.29503e-12, -4.29193e-10, 5.43096e-08, 
